From	To
Q96T76	ENSG00000155229.22
Q96T83	ENSG00000065923.11
Q96T88	ENSG00000276043.6
Q96TA1	ENSG00000136830.13
Q96TA2	ENSG00000136758.22
Q96TC7	ENSG00000137824.17
Q99081	ENSG00000140262.19
Q99417	ENSG00000214114.10
Q99426	ENSG00000105254.13
Q99436	ENSG00000136930.14
Q99437	ENSG00000117410.15
Q99439	ENSG00000064666.16
Q99459	ENSG00000096401.9
Q99460	ENSG00000173692.15
Q99467	ENSG00000134061.5
Q99471	ENSG00000123349.16
Q99471	ENSG00000291834.1
Q99497	ENSG00000116288.14
Q99504	ENSG00000158161.17
Q99538	ENSG00000100600.16
Q99541	ENSG00000147872.11
Q99550	ENSG00000051825.16
Q99558	ENSG00000006062.19
Q99567	ENSG00000108559.14
Q99569	ENSG00000144283.24
Q99570	ENSG00000196455.9
Q99583	ENSG00000070444.16
Q99590	ENSG00000139218.19
Q99598	ENSG00000116918.16
Q99607	ENSG00000102034.19
Q99613	ENSG00000184110.16
Q99615	ENSG00000168259.18
Q99622	ENSG00000111678.12
Q99623	ENSG00000215021.11
Q99640	ENSG00000127564.18
Q99661	ENSG00000142945.14
Q99683	ENSG00000197442.12
Q99685	ENSG00000074416.17
Q99698	ENSG00000143669.16
Q99707	ENSG00000116984.16
Q99715	ENSG00000111799.23
Q99720	ENSG00000147955.19
Q99729	ENSG00000197451.13
Q99733	ENSG00000205531.15
Q99733	ENSG00000273562.4
Q99741	ENSG00000094804.13
Q99755	ENSG00000143398.21
Q99767	ENSG00000034053.16
Q99767	ENSG00000276495.4
Q99798	ENSG00000100412.18
Q99805	ENSG00000125304.11
Q99808	ENSG00000112759.20
Q99814	ENSG00000116016.15
Q99816	ENSG00000074319.14
Q99828	ENSG00000185043.14
Q99832	ENSG00000135624.18
Q99836	ENSG00000172936.19
Q99873	ENSG00000126457.23
Q99941	ENSG00000168468.12
Q99941	ENSG00000213676.14
Q99941	ENSG00000228628.8
Q99941	ENSG00000234539.9
Q99943	ENSG00000204310.14
Q99943	ENSG00000206324.11
Q99943	ENSG00000227642.9
Q99943	ENSG00000228892.9
Q99943	ENSG00000236873.9
Q99943	ENSG00000226467.9
Q99943	ENSG00000235758.9
Q99961	ENSG00000141985.10
Q99967	ENSG00000164442.12
Q99973	ENSG00000129566.14
Q99973	ENSG00000291791.1
Q99986	ENSG00000100749.10
Q99996	ENSG00000127914.20
Q9BPX3	ENSG00000109805.11
Q9BPX5	ENSG00000136950.14
Q9BQ04	ENSG00000173914.13
Q9BQ13	ENSG00000151364.17
Q9BQ65	ENSG00000103005.14
Q9BQ67	ENSG00000105447.14
Q9BQ70	ENSG00000141002.21
Q9BQ75	ENSG00000184220.12
Q9BQ83	ENSG00000132207.20
Q9BQ83	ENSG00000181625.19
Q9BQA1	ENSG00000116455.14
Q9BQA9	ENSG00000178927.20
Q9BQB6	ENSG00000167397.16
Q9BQC3	ENSG00000132768.15
Q9BQE3	ENSG00000167553.18
Q9BQF6	ENSG00000138468.17
Q9BQG0	ENSG00000132382.16
Q9BQI3	ENSG00000086232.14
Q9BQS8	ENSG00000163820.17
Q9BR61	ENSG00000230124.9
Q9BRB3	ENSG00000007541.18
Q9BRJ7	ENSG00000168101.16
Q9BRK4	ENSG00000107816.18
Q9BRP1	ENSG00000126249.8
Q9BRQ5	ENSG00000175938.7
Q9BRQ8	ENSG00000042286.16
Q9BRR6	ENSG00000159322.19
Q9BRS2	ENSG00000124784.10
Q9BRT9	ENSG00000147536.12
Q9BRV3	ENSG00000169241.20
Q9BRX5	ENSG00000181938.15
Q9BRY0	ENSG00000141873.12
Q9BRZ2	ENSG00000169871.14
Q9BS16	ENSG00000123219.14
Q9BS26	ENSG00000023318.10
Q9BS91	ENSG00000138459.10
Q9BSA9	ENSG00000127419.18
Q9BSC4	ENSG00000115761.18
Q9BSD7	ENSG00000135778.13
Q9BSF4	ENSG00000142444.7
Q9BSH3	ENSG00000145029.16
Q9BSH3	ENSG00000283189.2
Q9BSJ2	ENSG00000130640.16
Q9BSJ5	ENSG00000141219.17
Q9BSJ8	ENSG00000139641.14
Q9BSK4	ENSG00000141965.5
Q9BSL1	ENSG00000130560.10
Q9BSU1	ENSG00000125149.12
Q9BT17	ENSG00000148824.20
Q9BT25	ENSG00000131351.16
Q9BT78	ENSG00000138663.10
Q9BT92	ENSG00000139437.19
Q9BTC0	ENSG00000101191.18
Q9BTC8	ENSG00000057935.15
Q9BTD8	ENSG00000126254.13
Q9BTE0	ENSG00000109065.13
Q9BTE1	ENSG00000166847.11
Q9BTE3	ENSG00000197771.14
Q9BTL3	ENSG00000169612.5
Q9BTL4	ENSG00000160888.9
Q9BTT0	ENSG00000143401.16
Q9BTT6	ENSG00000137269.16
Q9BTV5	ENSG00000105255.12
Q9BTW9	ENSG00000141556.23
Q9BTX7	ENSG00000124120.12
Q9BTY2	ENSG00000001036.15
Q9BTY7	ENSG00000235173.7
Q9BU23	ENSG00000100258.19
Q9BU64	ENSG00000138092.12
Q9BU89	ENSG00000129932.11
Q9BUB4	ENSG00000065457.12
Q9BUB7	ENSG00000175606.11
Q9BUE0	ENSG00000130772.14
Q9BUE0	ENSG00000284944.2
Q9BUH6	ENSG00000310560.2
Q9BUI4	ENSG00000186141.11
Q9BUJ2	ENSG00000105323.19
Q9BUL5	ENSG00000040633.13
Q9BUV8	ENSG00000101084.20
Q9BUX1	ENSG00000128965.13
Q9BV44	ENSG00000134077.17
Q9BV73	ENSG00000126001.18
Q9BV86	ENSG00000148335.16
Q9BV87	ENSG00000115649.17
Q9BV94	ENSG00000088298.14
Q9BVA0	ENSG00000140854.14
Q9BVC3	ENSG00000136982.7
Q9BVG8	ENSG00000140859.17
Q9BVJ6	ENSG00000156697.14
Q9BVK2	ENSG00000159063.15
Q9BVK6	ENSG00000184840.13
Q9BVK8	ENSG00000105677.13
Q9BVL4	ENSG00000073169.15
Q9BVN2	ENSG00000160753.18
Q9BVP2	ENSG00000163938.18
Q9BVQ7	ENSG00000171763.21
Q9BVV6	ENSG00000100578.18
Q9BVW5	ENSG00000075131.11
Q9BW19	ENSG00000204197.9
Q9BW19	ENSG00000237649.9
Q9BW19	ENSG00000233450.7
Q9BW27	ENSG00000125450.12
Q9BW60	ENSG00000066322.16
Q9BW66	ENSG00000100865.15
Q9BW83	ENSG00000100360.16
Q9BW92	ENSG00000143374.19
Q9BWD1	ENSG00000120437.10
Q9BWE0	ENSG00000214022.13
Q9BWF2	ENSG00000183763.10
Q9BWF3	ENSG00000173933.22
Q9BWG4	ENSG00000130511.17
Q9BWH6	ENSG00000103932.13
Q9BWL3	ENSG00000143612.22
Q9BWT1	ENSG00000144354.16
Q9BWU0	ENSG00000163798.15
Q9BWW8	ENSG00000221963.7
Q9BX10	ENSG00000172432.20
Q9BX40	ENSG00000149657.21
Q9BX63	ENSG00000136492.11
Q9BX68	ENSG00000137133.12
Q9BX70	ENSG00000133243.11
Q9BXC9	ENSG00000125124.15
Q9BXI6	ENSG00000099992.17
Q9BXJ9	ENSG00000164134.15
Q9BXK5	ENSG00000099968.20
Q9BXP5	ENSG00000087087.21
Q9BXR0	ENSG00000213339.10
Q9BXR5	ENSG00000174123.12
Q9BXS5	ENSG00000072958.10
Q9BXS6	ENSG00000137804.15
Q9BXS6	ENSG00000285920.2
Q9BXS9	ENSG00000225697.14
Q9BXW9	ENSG00000144554.14
Q9BXX0	ENSG00000132205.12
Q9BXY0	ENSG00000198042.12
Q9BY08	ENSG00000123179.15
Q9BY12	ENSG00000140386.14
Q9BY43	ENSG00000254505.12
Q9BY43	ENSG00000285302.5
Q9BY50	ENSG00000166562.11
Q9BY66	ENSG00000012817.17
Q9BY78	ENSG00000173456.5
Q9BY84	ENSG00000111266.10
Q9BY84	ENSG00000280962.3
Q9BYC9	ENSG00000242485.7
Q9BYD2	ENSG00000143436.11
Q9BYD3	ENSG00000105364.15
Q9BYD6	ENSG00000169288.19
Q9BYG3	ENSG00000155438.13
Q9BYG5	ENSG00000124171.10
Q9BYI3	ENSG00000122591.14
Q9BYJ4	ENSG00000258659.8
Q9BYJ9	ENSG00000149658.19
Q9BYK8	ENSG00000130589.16
Q9BYL1	ENSG00000130590.14
Q9BYM8	ENSG00000125826.23
Q9BYN0	ENSG00000271303.3
Q9BYN8	ENSG00000125901.7
Q9BYT1	ENSG00000101194.19
Q9BYT8	ENSG00000123213.24
Q9BYV8	ENSG00000106477.21
Q9BYW2	ENSG00000181555.23
Q9BYX4	ENSG00000115267.10
Q9BZ23	ENSG00000125779.24
Q9BZ29	ENSG00000088387.23
Q9BZ67	ENSG00000126391.15
Q9BZD4	ENSG00000143228.14
Q9BZE1	ENSG00000116221.16
Q9BZE2	ENSG00000110060.10
Q9BZE4	ENSG00000107937.20
Q9BZE9	ENSG00000169696.17
Q9BZF3	ENSG00000079156.18
Q9BZF9	ENSG00000137831.16
Q9BZG1	ENSG00000109113.21
Q9BZH6	ENSG00000120008.16
Q9BZJ0	ENSG00000101343.16
Q9BZL4	ENSG00000125503.14
Q9BZL6	ENSG00000105287.14
Q9BZQ6	ENSG00000116406.21
Q9BZQ8	ENSG00000135842.18
Q9BZR9	ENSG00000171206.18
Q9BZV1	ENSG00000167671.13
Q9BZX2	ENSG00000143179.17
Q9BZZ2	ENSG00000088827.15
Q9BZZ5	ENSG00000166181.14
Q9C000	ENSG00000091592.17
Q9C005	ENSG00000162961.15
Q9C026	ENSG00000100505.15
Q9C035	ENSG00000132256.21
Q9C037	ENSG00000146833.17
Q9C073	ENSG00000121104.8
Q9C0A6	ENSG00000168137.21
Q9C0B0	ENSG00000132478.11
Q9C0B1	ENSG00000140718.23
Q9C0B7	ENSG00000103047.9
Q9C0B9	ENSG00000141664.11
Q9C0C2	ENSG00000149115.15
Q9C0C7	ENSG00000110497.16
Q9C0C9	ENSG00000175931.14
Q9C0D0	ENSG00000112137.19
Q9C0D2	ENSG00000166004.15
Q9C0D3	ENSG00000162378.14
Q9C0D5	ENSG00000115183.16
Q9C0D9	ENSG00000138018.19
Q9C0E2	ENSG00000132953.19
Q9C0F1	ENSG00000164118.14
Q9C0G0	ENSG00000215421.11
Q9C0H6	ENSG00000102271.15
Q9C0I1	ENSG00000150712.12
Q9C0J9	ENSG00000123095.7
Q9C0K1	ENSG00000138821.15
Q9GZL7	ENSG00000138442.12
Q9GZM5	ENSG00000137207.13
Q9GZN7	ENSG00000067836.14
Q9GZQ3	ENSG00000170619.11
Q9GZR1	ENSG00000112701.19
Q9GZR7	ENSG00000273761.5
Q9GZR7	ENSG00000089737.20
Q9GZS1	ENSG00000137054.17
Q9GZS3	ENSG00000140395.10
Q9GZT3	ENSG00000119705.11
Q9GZT4	ENSG00000167720.14
Q9GZY4	ENSG00000106603.21
Q9GZY6	ENSG00000086730.18
Q9GZZ1	ENSG00000121579.15
Q9GZZ9	ENSG00000081307.16
Q9H000	ENSG00000075975.18
Q9H040	ENSG00000010072.17
Q9H074	ENSG00000172239.15
Q9H078	ENSG00000162129.16
Q9H079	ENSG00000134152.12
Q9H089	ENSG00000041802.12
Q9H093	ENSG00000163545.11
Q9H0A0	ENSG00000135372.11
Q9H0A8	ENSG00000140365.17
Q9H0A9	ENSG00000160284.16
Q9H0A9	ENSG00000274679.4
Q9H0C5	ENSG00000064726.11
Q9H0D6	ENSG00000088930.9
Q9H0E3	ENSG00000136715.20
Q9H0E9	ENSG00000112983.18
Q9H0H0	ENSG00000108506.15
Q9H0H3	ENSG00000183655.14
Q9H0H5	ENSG00000161800.14
Q9H0J9	ENSG00000059378.14
Q9H0K1	ENSG00000170145.6
Q9H0K6	ENSG00000129317.16
Q9H0L4	ENSG00000177613.9
Q9H0M0	ENSG00000123124.15
Q9H0P0	ENSG00000122643.25
Q9H0Q0	ENSG00000197872.12
Q9H0R3	ENSG00000186501.16
Q9H0R5	ENSG00000117226.14
Q9H0S4	ENSG00000213782.8
Q9H0U3	ENSG00000102158.23
Q9H0W8	ENSG00000105771.15
Q9H0W9	ENSG00000182919.16
Q9H0X4	ENSG00000167930.18
Q9H0X9	ENSG00000021762.21
Q9H0Z9	ENSG00000132819.17
Q9H147	ENSG00000101457.14
Q9H160	ENSG00000168556.7
Q9H173	ENSG00000120725.14
Q9H1A3	ENSG00000197006.16
Q9H1A4	ENSG00000153107.14
Q9H1B5	ENSG00000015532.11
Q9H1B7	ENSG00000119669.5
Q9H1C4	ENSG00000110057.10
Q9H1D9	ENSG00000132664.14
Q9H1H9	ENSG00000137177.20
Q9H1N7	ENSG00000124786.14
Q9H1P3	ENSG00000130703.18
Q9H1Y0	ENSG00000057663.17
Q9H211	ENSG00000167513.10
Q9H223	ENSG00000103966.12
Q9H237	ENSG00000102312.25
Q9H267	ENSG00000184056.16
Q9H269	ENSG00000215305.11
Q9H270	ENSG00000160695.17
Q9H270	ENSG00000280616.4
Q9H299	ENSG00000142669.16
Q9H2C2	ENSG00000173409.15
Q9H2D1	ENSG00000164933.13
Q9H2D6	ENSG00000100106.22
Q9H2G4	ENSG00000184205.15
Q9H2G9	ENSG00000117475.15
Q9H2H8	ENSG00000240344.11
Q9H2H9	ENSG00000111371.17
Q9H2J4	ENSG00000115539.16
Q9H2K2	ENSG00000107854.7
Q9H2K8	ENSG00000135090.15
Q9H2M9	ENSG00000118873.18
Q9H2P0	ENSG00000101126.19
Q9H2S1	ENSG00000080709.17
Q9H2U1	ENSG00000174953.15
Q9H2X6	ENSG00000064393.17
Q9H2X8	ENSG00000119632.5
Q9H2X8	ENSG00000276879.2
Q9H2Y7	ENSG00000103994.18
Q9H307	ENSG00000100941.10
Q9H3C7	ENSG00000278311.6
Q9H3C7	ENSG00000275099.2
Q9H3E2	ENSG00000109762.18
Q9H3H1	ENSG00000043514.17
Q9H3H5	ENSG00000172269.21
Q9H3K2	ENSG00000165678.23
Q9H3M7	ENSG00000265972.7
Q9H3P7	ENSG00000182827.10
Q9H3R0	ENSG00000107077.22
Q9H3R5	ENSG00000153044.11
Q9H3S7	ENSG00000076201.17
Q9H3U1	ENSG00000140553.19
Q9H400	ENSG00000203896.11
Q9H422	ENSG00000110422.13
Q9H425	ENSG00000119280.18
Q9H469	ENSG00000107872.15
Q9H477	ENSG00000171174.16
Q9H490	ENSG00000101464.12
Q9H496	ENSG00000169905.14
Q9H497	ENSG00000186283.15
Q9H4A3	ENSG00000060237.20
Q9H4A6	ENSG00000113384.15
Q9H4G0	ENSG00000088367.24
Q9H4H8	ENSG00000101447.15
Q9H4L4	ENSG00000161956.15
Q9H4L5	ENSG00000070882.14
Q9H4L7	ENSG00000163104.19
Q9H553	ENSG00000119523.11
Q9H568	ENSG00000117148.9
Q9H582	ENSG00000122482.23
Q9H583	ENSG00000119285.12
Q9H5I5	ENSG00000154864.14
Q9H5J4	ENSG00000170522.11
Q9H5K3	ENSG00000185900.12
Q9H5Z1	ENSG00000101452.16
Q9H672	ENSG00000183475.14
Q9H6A9	ENSG00000197136.6
Q9H6E4	ENSG00000100147.16
Q9H6K1	ENSG00000196821.11
Q9H6L2	ENSG00000205084.13
Q9H6Q4	ENSG00000103245.15
Q9H6R0	ENSG00000005100.13
Q9H6R4	ENSG00000165271.18
Q9H6R7	ENSG00000163026.12
Q9H6S0	ENSG00000047188.17
Q9H6T3	ENSG00000005175.11
Q9H6U6	ENSG00000141376.24
Q9H6U8	ENSG00000086848.16
Q9H6V9	ENSG00000118961.16
Q9H714	ENSG00000102445.21
Q9H792	ENSG00000173517.12
Q9H799	ENSG00000197603.17
Q9H7B2	ENSG00000197498.14
Q9H7B4	ENSG00000185420.19
Q9H7D7	ENSG00000162923.18
Q9H7F0	ENSG00000133657.18
Q9H7N4	ENSG00000126461.16
Q9H7P9	ENSG00000090924.16
Q9H7S9	ENSG00000183779.7
Q9H7X0	ENSG00000122390.20
Q9H814	ENSG00000164902.15
Q9H869	ENSG00000163374.22
Q9H8E8	ENSG00000149474.15
Q9H8H0	ENSG00000130935.11
Q9H8H2	ENSG00000125485.19
Q9H8K7	ENSG00000119965.13
Q9H8M1	ENSG00000115520.10
Q9H8M2	ENSG00000028310.19
Q9H8T0	ENSG00000166971.18
Q9H8V3	ENSG00000114346.15
Q9H8X2	ENSG00000127080.11
Q9H8Y5	ENSG00000163516.15
Q9H8Y8	ENSG00000115806.14
Q9H900	ENSG00000174442.13
Q9H972	ENSG00000100802.16
Q9H977	ENSG00000005448.18
Q9H981	ENSG00000113812.15
Q9H992	ENSG00000136536.16
Q9H9A5	ENSG00000182973.21
Q9H9A5	ENSG00000291502.1
Q9H9A6	ENSG00000066557.7
Q9H9A7	ENSG00000178966.18
Q9H9B1	ENSG00000181090.22
Q9H9B4	ENSG00000164466.14
Q9H9C1	ENSG00000151445.17
Q9H9E3	ENSG00000103051.22
Q9H9J2	ENSG00000135900.5
Q9H9L4	ENSG00000139620.14
Q9H9Q2	ENSG00000144524.19
Q9H9T3	ENSG00000134014.19
Q9H9Y2	ENSG00000117133.12
Q9H9Y4	ENSG00000142751.16
Q9H9Y6	ENSG00000125630.16
Q9HA82	ENSG00000090661.14
Q9HA92	ENSG00000136444.11
Q9HAH7	ENSG00000156860.16
Q9HAP2	ENSG00000175727.16
Q9HAP2	ENSG00000281178.4
Q9HAU8	ENSG00000142327.14
Q9HAV4	ENSG00000124571.19
Q9HAW4	ENSG00000092853.15
Q9HAY2	ENSG00000177383.5
Q9HB20	ENSG00000116095.12
Q9HB71	ENSG00000116161.19
Q9HB96	ENSG00000112039.7
Q9HBE1	ENSG00000100105.19
Q9HBE5	ENSG00000103522.18
Q9HBG6	ENSG00000163913.15
Q9HBH1	ENSG00000258429.2
Q9HBH9	ENSG00000099875.17
Q9HBI0	ENSG00000138964.19
Q9HBI1	ENSG00000188677.15
Q9HBI5	ENSG00000114405.12
Q9HBM6	ENSG00000187325.6
Q9HBR0	ENSG00000157637.14
Q9HBU6	ENSG00000139163.17
Q9HBW0	ENSG00000064547.15
Q9HBX9	ENSG00000171509.17
Q9HC07	ENSG00000134851.14
Q9HC16	ENSG00000239713.10
Q9HC24	ENSG00000155957.19
Q9HC35	ENSG00000143924.20
Q9HC36	ENSG00000171861.12
Q9HC52	ENSG00000141570.11
Q9HCC0	ENSG00000131844.18
Q9HCD6	ENSG00000170921.16
Q9HCE0	ENSG00000152223.17
Q9HCE1	ENSG00000155363.20
Q9HCE3	ENSG00000074657.15
Q9HCE7	ENSG00000198742.11
Q9HCE9	ENSG00000074855.11
Q9HCG8	ENSG00000163510.15
Q9HCI6	ENSG00000168116.16
Q9HCJ1	ENSG00000154122.15
Q9HCK1	ENSG00000204186.12
Q9HCK1	ENSG00000283649.5
Q9HCK8	ENSG00000100888.16
Q9HCL2	ENSG00000119927.15
Q9HCM1	ENSG00000174718.13
Q9HCN3	ENSG00000129925.12
Q9HCN4	ENSG00000198522.15
Q9HCS7	ENSG00000076924.13
Q9HD20	ENSG00000105726.18
Q9HD23	ENSG00000124532.16
Q9HD26	ENSG00000047932.15
Q9HD42	ENSG00000131165.17
Q9HD45	ENSG00000077147.17
Q9HD67	ENSG00000145555.15
Q9HDC9	ENSG00000101474.13
Q9NNW5	ENSG00000178252.20
Q9NNX1	ENSG00000143367.18
Q9NP58	ENSG00000115657.15
Q9NP61	ENSG00000242247.12
Q9NP77	ENSG00000160075.13
Q9NP92	ENSG00000112996.12
Q9NP97	ENSG00000125971.19
Q9NPA0	ENSG00000134153.11
Q9NPA3	ENSG00000165175.18
Q9NPA8	ENSG00000120533.13
Q9NPB8	ENSG00000125772.16
Q9NPC4	ENSG00000128274.18
Q9NPD7	ENSG00000124785.10
Q9NPD8	ENSG00000077152.13
Q9NPE6	ENSG00000061656.12
Q9NPF2	ENSG00000171310.11
Q9NPF4	ENSG00000092094.12
Q9NPF4	ENSG00000291794.1
Q9NPF5	ENSG00000178028.15
Q9NPH0	ENSG00000162836.13
Q9NPI6	ENSG00000272886.7
Q9NPI8	ENSG00000183161.6
Q9NPJ3	ENSG00000112304.12
Q9NPJ6	ENSG00000136146.16
Q9NPQ8	ENSG00000177963.16
Q9NPR9	ENSG00000125734.17
Q9NQ11	ENSG00000159363.19
Q9NQ55	ENSG00000130810.21
Q9NQ55	ENSG00000243207.6
Q9NQC3	ENSG00000115310.20
Q9NQC7	ENSG00000083799.19
Q9NQG5	ENSG00000101413.13
Q9NQG6	ENSG00000100335.16
Q9NQG7	ENSG00000100099.23
Q9NQL2	ENSG00000025039.16
Q9NQQ7	ENSG00000080189.16
Q9NQR1	ENSG00000183955.14
Q9NQS7	ENSG00000149503.15
Q9NQT4	ENSG00000077348.11
Q9NQT8	ENSG00000197892.13
Q9NQW6	ENSG00000011426.12
Q9NQX4	ENSG00000128833.14
Q9NQX7	ENSG00000135916.16
Q9NQZ2	ENSG00000132467.4
Q9NQZ5	ENSG00000084090.15
Q9NR09	ENSG00000115760.16
Q9NR11	ENSG00000089335.23
Q9NR28	ENSG00000184047.22
Q9NR30	ENSG00000165732.15
Q9NR48	ENSG00000116539.14
Q9NR56	ENSG00000152601.19
Q9NR71	ENSG00000188611.17
Q9NR81	ENSG00000163947.13
Q9NR82	ENSG00000185760.18
Q9NR96	ENSG00000239732.4
Q9NRG9	ENSG00000094914.15
Q9NRG9	ENSG00000291836.1
Q9NRJ4	ENSG00000130338.13
Q9NRK6	ENSG00000135776.6
Q9NRL2	ENSG00000198604.12
Q9NRL3	ENSG00000090372.15
Q9NRN9	ENSG00000138382.16
Q9NRP4	ENSG00000196636.8
Q9NRP7	ENSG00000163482.13
Q9NRR4	ENSG00000113360.18
Q9NRR5	ENSG00000160803.9
Q9NRR8	ENSG00000197622.14
Q9NRW4	ENSG00000112679.15
Q9NRW7	ENSG00000136631.17
Q9NRX1	ENSG00000115946.9
Q9NRX2	ENSG00000158042.10
Q9NRY4	ENSG00000160007.21
Q9NRY5	ENSG00000055147.20
Q9NRZ9	ENSG00000119969.17
Q9NS00	ENSG00000106392.12
Q9NS37	ENSG00000137504.16
Q9NS56	ENSG00000197579.9
Q9NS73	ENSG00000151332.21
Q9NS86	ENSG00000132434.11
Q9NS87	ENSG00000163808.18
Q9NS87	ENSG00000280610.3
Q9NS93	ENSG00000064115.12
Q9NSB8	ENSG00000103942.14
Q9NSD9	ENSG00000116120.12
Q9NSE2	ENSG00000114737.17
Q9NSE4	ENSG00000067704.11
Q9NSG2	ENSG00000000460.18
Q9NSI6	ENSG00000185658.15
Q9NSK0	ENSG00000137171.16
Q9NSP4	ENSG00000100162.17
Q9NSV4	ENSG00000139734.19
Q9NT62	ENSG00000144848.12
Q9NT68	ENSG00000145934.17
Q9NTI5	ENSG00000083642.20
Q9NTJ3	ENSG00000113810.17
Q9NTJ4	ENSG00000140400.19
Q9NTK5	ENSG00000138430.17
Q9NTM9	ENSG00000119929.14
Q9NTX5	ENSG00000093144.20
Q9NTZ6	ENSG00000244462.9
Q9NU22	ENSG00000112159.13
Q9NUA8	ENSG00000184677.19
Q9NUD7	ENSG00000196476.13
Q9NUD9	ENSG00000060642.13
Q9NUJ7	ENSG00000182378.16
Q9NUJ7	ENSG00000292344.2
Q9NUL3	ENSG00000040341.19
Q9NUP1	ENSG00000186222.5
Q9NUQ2	ENSG00000155189.13
Q9NUQ2	ENSG00000284980.2
Q9NUQ3	ENSG00000086712.14
Q9NUQ6	ENSG00000196141.15
Q9NUQ8	ENSG00000161204.13
Q9NUQ9	ENSG00000153310.23
Q9NUT2	ENSG00000197150.14
Q9NUU7	ENSG00000168872.18
Q9NUY8	ENSG00000036054.14
Q9NV06	ENSG00000164934.16
Q9NV31	ENSG00000177971.9
Q9NV58	ENSG00000034677.14
Q9NV64	ENSG00000176142.14
Q9NV70	ENSG00000090989.19
Q9NV96	ENSG00000112697.18
Q9NVA2	ENSG00000138758.13
Q9NVC6	ENSG00000042429.13
Q9NVD7	ENSG00000197702.15
Q9NVE7	ENSG00000157881.17
Q9NVE7	ENSG00000273494.3
Q9NVF7	ENSG00000143756.12
Q9NVG8	ENSG00000107021.18
Q9NVH0	ENSG00000081177.20
Q9NVH1	ENSG00000007923.18
Q9NVH2	ENSG00000143493.14
Q9NVI1	ENSG00000140525.21
Q9NVK5	ENSG00000111790.15
Q9NVM4	ENSG00000132600.19
Q9NVM9	ENSG00000064102.16
Q9NVN8	ENSG00000130119.18
Q9NVP1	ENSG00000088205.14
Q9NVR0	ENSG00000178502.6
Q9NVR2	ENSG00000104613.13
Q9NVU0	ENSG00000058600.17
Q9NVU0	ENSG00000284282.3
Q9NVU7	ENSG00000198301.13
Q9NVW2	ENSG00000131263.14
Q9NVX2	ENSG00000073536.19
Q9NVX7	ENSG00000123444.15
Q9NVX7	ENSG00000284900.2
Q9NW08	ENSG00000013503.11
Q9NW13	ENSG00000106344.9
Q9NW15	ENSG00000160746.14
Q9NW64	ENSG00000086589.13
Q9NW82	ENSG00000082068.10
Q9NWB7	ENSG00000114446.6
Q9NWF9	ENSG00000011275.19
Q9NWK9	ENSG00000117174.12
Q9NWN3	ENSG00000178974.12
Q9NWQ4	ENSG00000089916.19
Q9NWQ9	ENSG00000179933.7
Q9NWR8	ENSG00000005059.17
Q9NWS1	ENSG00000185480.13
Q9NWS6	ENSG00000100376.13
Q9NWT6	ENSG00000166135.15
Q9NWV4	ENSG00000162384.15
Q9NWY4	ENSG00000056050.8
Q9NWZ5	ENSG00000198276.17
Q9NWZ8	ENSG00000046647.16
Q9NX02	ENSG00000022556.17
Q9NX02	ENSG00000275843.4
Q9NX02	ENSG00000275082.4
Q9NX02	ENSG00000275399.4
Q9NX02	ENSG00000278682.4
Q9NX02	ENSG00000273992.4
Q9NX02	ENSG00000274638.4
Q9NX02	ENSG00000278789.4
Q9NX02	ENSG00000275796.4
Q9NX04	ENSG00000116922.16
Q9NX05	ENSG00000184083.12
Q9NX20	ENSG00000166902.6
Q9NX40	ENSG00000109180.16
Q9NX61	ENSG00000064545.16
Q9NX74	ENSG00000167264.19
Q9NXC5	ENSG00000164654.17
Q9NXE4	ENSG00000136699.21
Q9NXE4	ENSG00000292130.1
Q9NXF1	ENSG00000136891.15
Q9NXH8	ENSG00000198113.4
Q9NXH9	ENSG00000104907.14
Q9NXN4	ENSG00000196505.12
Q9NXR1	ENSG00000072864.17
Q9NXR1	ENSG00000275911.3
Q9NXR5	ENSG00000088448.15
Q9NXR7	ENSG00000158019.22
Q9NXV6	ENSG00000168564.7
Q9NXW2	ENSG00000148719.17
Q9NXX6	ENSG00000107672.16
Q9NY15	ENSG00000010327.11
Q9NY26	ENSG00000143570.20
Q9NY27	ENSG00000163605.16
Q9NY61	ENSG00000275700.7
Q9NY61	ENSG00000276072.2
Q9NY93	ENSG00000136271.12
Q9NY97	ENSG00000170340.12
Q9NYA4	ENSG00000108389.11
Q9NYB0	ENSG00000166848.8
Q9NYF5	ENSG00000031003.12
Q9NYF8	ENSG00000029363.18
Q9NYH9	ENSG00000108651.11
Q9NYK1	ENSG00000196664.5
Q9NYL4	ENSG00000134285.12
Q9NYL9	ENSG00000138594.15
Q9NYP3	ENSG00000159147.19
Q9NYP7	ENSG00000012660.15
Q9NYP9	ENSG00000159055.5
Q9NYQ6	ENSG00000075275.18
Q9NYT6	ENSG00000167380.18
Q9NYU1	ENSG00000102595.23
Q9NYU2	ENSG00000136731.14
Q9NYV4	ENSG00000167258.17
Q9NYV6	ENSG00000085721.14
Q9NYV6	ENSG00000278494.2
Q9NYY3	ENSG00000145632.16
Q9NYY8	ENSG00000118246.15
Q9NYZ3	ENSG00000075218.20
Q9NZ08	ENSG00000164307.14
Q9NZ32	ENSG00000131966.15
Q9NZ42	ENSG00000205155.9
Q9NZ43	ENSG00000053501.15
Q9NZ52	ENSG00000125447.19
Q9NZ71	ENSG00000258366.13
Q9NZB2	ENSG00000048828.19
